Local time in East Rockland Key (airport);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td
05.03.2022 22:10;23.0;767.1;767.3;94;Wind blowing from the east-southeast;8;13;Light rain;;Few clouds (10-30%) 870 m, broken clouds (60-90%) 1410 m, overcast (100%) 2100 m;12.авг;22.0
05.03.2022 22:02;22.0;766.9;767.1;100;Wind blowing from the east-southeast;8;14;Heavy rain, mist;;Few clouds (10-30%) 810 m, broken clouds (60-90%) 1230 m, overcast (100%) 1470 m;4.0;22.0
05.03.2022 21:53;23.0;767.1;767.3;94;Wind blowing from the east;11;20;Light rain, mist;;Few clouds (10-30%) 630 m, broken clouds (60-90%) 1080 m, overcast (100%) 2400 m;06.апр;22.0
05.03.2022 20:53;23.0;766.9;767.1;89;Wind blowing from the east-northeast;5;8;;;Broken clouds (60-90%) 960 m, broken clouds (60-90%) 1200 m, overcast (100%) 2100 m;16.0;21.0
05.03.2022 19:53;22.0;766.6;766.8;94;Wind blowing from the east;6;12;;;Scattered clouds (40-50%) 660 m, broken clouds (60-90%) 1500 m, overcast (100%) 2550 m;16.0;21.0
05.03.2022 19:37;23.0;766.6;766.8;94;Wind blowing from the east;9;15;Heavy rain, mist;;Broken clouds (60-90%) 690 m, broken clouds (60-90%) 1260 m, broken clouds (60-90%) 1500 m;4.0;22.0
05.03.2022 18:53;25.0;766.1;766.3;74;Wind blowing from the east;6;11;;;Broken clouds (60-90%) 1080 m, overcast (100%) 1950 m;16.0;20.0
05.03.2022 17:53;26.0;765.9;766.1;70;Wind blowing from the east;7;12;;;Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1800 m;16.0;20.0
05.03.2022 16:53;26.0;765.9;766.1;70;Wind blowing from the east;8;13;;;Scattered clouds (40-50%) 1020 m;16.0;20.0
05.03.2022 15:53;27.0;765.6;765.8;62;Wind blowing from the east;8;14;;;Scattered clouds (40-50%) 1050 m;16.0;19.0
05.03.2022 14:53;27.0;765.9;766.1;62;Wind blowing from the east;9;15;;;Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1410 m, overcast (100%) 1800 m;16.0;19.0
05.03.2022 13:53;27.0;766.1;766.3;66;Wind blowing from the east;8;12;;;Scattered clouds (40-50%) 1080 m, broken clouds (60-90%) 1290 m, overcast (100%) 1650 m;16.0;20.0
05.03.2022 12:53;27.0;766.9;767.1;70;Wind blowing from the east;7;13;;;No clouds;16.0;21.0
05.03.2022 11:53;26.0;767.4;767.6;74;Wind blowing from the east;8;12;;;Few clouds (10-30%) 780 m, scattered clouds (40-50%) 1470 m, broken clouds (60-90%) 1650 m;16.0;21.0
05.03.2022 10:53;26.0;767.4;767.6;70;Wind blowing from the east;8;12;;;Few clouds (10-30%) 1440 m;16.0;20.0
05.03.2022 9:53;26.0;767.1;767.3;70;Wind blowing from the east;7;11;;;Few clouds (10-30%) 1500 m, broken clouds (60-90%) 2100 m;16.0;20.0
05.03.2022 8:53;26.0;766.9;767.1;65;Wind blowing from the east;6;11;;;No clouds;16.0;19.0
05.03.2022 7:53;24.0;766.6;766.8;74;Wind blowing from the east-northeast;4;;;;Few clouds (10-30%) 870 m, scattered clouds (40-50%) 2100 m;16.0;19.0
05.03.2022 6:53;23.0;766.4;766.6;78;Wind blowing from the east-northeast;3;;;;No clouds;16.0;19.0
05.03.2022 5:53;23.0;765.9;766.1;83;Wind blowing from the east-northeast;4;8;;;No clouds;16.0;20.0
05.03.2022 4:53;23.0;765.6;765.8;78;Wind blowing from the east-northeast;4;;;;Few clouds (10-30%) 870 m;16.0;19.0
05.03.2022 3:53;23.0;765.6;765.8;78;Wind blowing from the east-northeast;4;;;;No clouds;16.0;19.0
05.03.2022 2:53;23.0;765.6;765.8;78;Wind blowing from the east-northeast;5;;;;Few clouds (10-30%) 1020 m;16.0;19.0
05.03.2022 1:53;23.0;765.6;765.8;78;Wind blowing from the east;5;10;;;No clouds;16.0;19.0
05.03.2022 0:53;23.0;766.1;766.3;78;Wind blowing from the east;5;;;;No clouds;16.0;19.0
04.03.2022 23:53;23.0;766.1;766.3;83;Wind blowing from the east-northeast;6;9;;;No clouds;16.0;20.0
04.03.2022 22:53;23.0;766.6;766.8;78;Wind blowing from the north-east;5;11;;;No clouds;16.0;19.0
04.03.2022 21:53;24.0;766.6;766.8;74;Wind blowing from the east-northeast;5;9;;;Few clouds (10-30%) 870 m, scattered clouds (40-50%) 1350 m, overcast (100%) 1650 m;16.0;19.0
04.03.2022 20:53;23.0;766.4;766.6;78;Wind blowing from the east-northeast;5;9;;;Broken clouds (60-90%) 1650 m, overcast (100%) 2100 m;16.0;19.0
04.03.2022 19:53;23.0;766.1;766.3;78;Wind blowing from the east-northeast;8;13;;;Few clouds (10-30%) 1020 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2250 m;16.0;19.0
04.03.2022 18:53;24.0;765.9;766.1;69;Wind blowing from the east-northeast;6;11;;;Scattered clouds (40-50%) 1380 m, overcast (100%) 2100 m;16.0;18.0
04.03.2022 17:53;25.0;765.6;765.8;65;Wind blowing from the east;6;11;;;Few clouds (10-30%) 1410 m, overcast (100%) 2100 m;16.0;18.0
04.03.2022 16:53;26.0;765.1;765.3;54;Wind blowing from the east-northeast;6;11;;;No clouds;16.0;16.0
04.03.2022 15:53;27.0;765.1;765.3;51;Wind blowing from the east-northeast;6;10;;;Scattered clouds (40-50%) 1500 m;16.0;16.0
04.03.2022 14:53;26.0;765.6;765.8;58;Wind blowing from the north-northeast;4;9;;;Broken clouds (60-90%) 1500 m;16.0;17.0
04.03.2022 13:53;27.0;766.1;766.3;62;Wind blowing from the north-northeast;6;;;;No clouds;16.0;19.0
04.03.2022 12:53;26.0;766.6;766.8;61;Wind blowing from the north-northeast;7;10;;;No clouds;16.0;18.0
04.03.2022 11:53;26.0;767.4;767.6;61;Wind blowing from the north-east;5;10;;;No clouds;16.0;18.0
04.03.2022 10:53;26.0;767.6;767.8;65;Wind blowing from the north-east;7;10;;;No clouds;16.0;19.0
04.03.2022 9:53;25.0;767.4;767.6;69;Wind blowing from the north-east;6;9;;;No clouds;16.0;19.0
04.03.2022 8:53;24.0;767.1;767.3;74;Wind blowing from the north-east;5;;;;No clouds;16.0;19.0
04.03.2022 7:53;23.0;766.6;766.8;78;Wind blowing from the north-east;4;;;;No clouds;16.0;19.0
04.03.2022 6:53;22.0;766.1;766.3;88;Wind blowing from the north-east;3;;;;No clouds;16.0;20.0
04.03.2022 5:53;22.0;765.6;765.8;83;Wind blowing from the north-east;3;;;;No clouds;16.0;19.0
04.03.2022 4:53;22.0;765.1;765.3;88;Wind blowing from the north-east;3;;;;No clouds;16.0;20.0
04.03.2022 3:53;22.0;764.8;765.0;83;Wind blowing from the north-east;3;;;;No clouds;16.0;19.0
04.03.2022 2:53;23.0;764.8;765.0;74;Wind blowing from the north-east;3;;;;No clouds;16.0;18.0
04.03.2022 1:53;23.0;765.1;765.3;74;Wind blowing from the north-east;3;;;;No clouds;16.0;18.0
04.03.2022 0:53;23.0;765.4;765.6;74;Wind blowing from the north-east;3;;;;No clouds;16.0;18.0
03.03.2022 23:53;23.0;765.6;765.8;74;Wind blowing from the north-northeast;2;;;;No clouds;16.0;18.0
03.03.2022 22:53;23.0;765.6;765.8;78;Wind blowing from the north-east;3;;;;Few clouds (10-30%) 900 m;16.0;19.0
03.03.2022 21:53;23.0;765.6;765.8;78;Wind blowing from the north-east;2;;;;No clouds;16.0;19.0
03.03.2022 20:53;23.0;765.1;765.3;78;Wind blowing from the east;3;;;;No clouds;16.0;19.0
03.03.2022 19:53;23.0;764.6;764.8;78;Wind blowing from the east;3;;;;No clouds;16.0;19.0
03.03.2022 18:53;24.0;764.3;764.5;74;Wind blowing from the east;4;;;;No clouds;16.0;19.0
03.03.2022 16:53;26.0;763.6;763.8;61;Wind blowing from the east;6;;;;No clouds;16.0;18.0
03.03.2022 15:53;26.0;763.8;764.0;65;Wind blowing from the east-southeast;6;;;;No clouds;16.0;19.0
03.03.2022 14:53;26.0;764.1;764.3;61;Wind blowing from the east;6;;;;No clouds;16.0;18.0
03.03.2022 13:53;26.0;764.8;765.0;61;Wind blowing from the east;5;;;;Few clouds (10-30%) 1230 m, few clouds (10-30%) 1500 m;16.0;18.0
03.03.2022 12:53;27.0;765.4;765.6;54;Wind blowing from the east;6;;;;No clouds;16.0;17.0
03.03.2022 11:53;26.0;765.9;766.1;61;Wind blowing from the east;5;;;;Few clouds (10-30%) 2100 m;16.0;18.0
03.03.2022 10:53;26.0;766.1;766.3;61;Wind blowing from the east;5;9;;;Few clouds (10-30%) 990 m, broken clouds (60-90%) 2100 m;16.0;18.0
03.03.2022 9:53;26.0;766.1;766.3;65;Wind blowing from the east-northeast;4;;;;No clouds;16.0;19.0
03.03.2022 8:53;24.0;765.9;766.1;74;Wind blowing from the east-northeast;5;;;;Few clouds (10-30%) 2250 m;16.0;19.0
03.03.2022 7:53;23.0;765.4;765.6;78;Wind blowing from the east-northeast;4;;;;No clouds;16.0;19.0
03.03.2022 6:53;22.0;764.8;765.0;88;Wind blowing from the north-east;4;;;;Broken clouds (60-90%) 2400 m;16.0;20.0
03.03.2022 5:53;22.0;764.3;764.5;83;Wind blowing from the north-east;3;;;;Overcast (100%) 2250 m;16.0;19.0
03.03.2022 4:53;22.0;764.1;764.3;83;Wind blowing from the north-east;3;;;;Overcast (100%) 2400 m;16.0;19.0
03.03.2022 3:53;22.0;764.1;764.3;83;Wind blowing from the north-east;2;;;;Overcast (100%) 2250 m;16.0;19.0
03.03.2022 2:53;22.0;764.1;764.3;88;Wind blowing from the north-east;3;;;;Scattered clouds (40-50%) 2250 m;16.0;20.0
03.03.2022 1:53;22.0;764.3;764.5;94;Wind blowing from the north-northeast;3;;;;Overcast (100%) 2250 m;16.0;21.0
03.03.2022 0:53;22.0;764.3;764.5;88;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 2250 m;16.0;20.0
02.03.2022 23:53;22.0;764.6;764.8;88;Wind blowing from the north-northeast;5;;;;Broken clouds (60-90%) 1800 m;16.0;20.0
02.03.2022 22:53;22.0;764.8;765.0;88;Wind blowing from the north-northeast;5;;;;No clouds;16.0;20.0
02.03.2022 21:53;22.0;764.8;765.0;88;Wind blowing from the north-northeast;4;;;;No clouds;16.0;20.0
02.03.2022 20:53;22.0;764.6;764.8;83;Wind blowing from the north-northeast;4;;;;No clouds;16.0;19.0
02.03.2022 19:53;22.0;764.3;764.5;83;Wind blowing from the north-northeast;3;;;;No clouds;16.0;19.0
02.03.2022 18:53;22.0;763.8;764.0;83;Wind blowing from the north-northeast;3;;;;No clouds;16.0;19.0
02.03.2022 17:53;23.0;763.6;763.8;78;Wind blowing from the north-northeast;4;;;;No clouds;16.0;19.0
02.03.2022 16:53;23.0;763.3;763.5;74;Wind blowing from the north-east;5;9;;;No clouds;16.0;18.0
02.03.2022 15:53;24.0;763.3;763.5;69;Wind blowing from the north-northeast;5;;;;No clouds;16.0;18.0
02.03.2022 14:53;24.0;763.6;763.8;69;Wind blowing from the north-northeast;6;11;;;No clouds;16.0;18.0
02.03.2022 13:53;24.0;763.8;764.0;65;Wind blowing from the north-northeast;6;9;;;No clouds;16.0;17.0
02.03.2022 12:53;24.0;764.1;764.3;65;Wind blowing from the north-northeast;7;10;;;No clouds;16.0;17.0
02.03.2022 11:53;24.0;764.8;765.0;65;Wind blowing from the north-east;6;11;;;No clouds;16.0;17.0
02.03.2022 10:53;23.0;764.8;765.0;69;Wind blowing from the north-northeast;7;11;;;No clouds;16.0;17.0
02.03.2022 9:53;23.0;764.8;765.0;65;Wind blowing from the north-east;6;10;;;Few clouds (10-30%) 1080 m;16.0;16.0
02.03.2022 8:53;22.0;764.6;764.8;69;Wind blowing from the north-east;5;9;;;Scattered clouds (40-50%) 990 m, broken clouds (60-90%) 1350 m, broken clouds (60-90%) 1800 m;16.0;16.0
02.03.2022 7:53;21.0;764.1;764.3;78;Wind blowing from the north-northeast;4;;;;Scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1080 m;16.0;17.0
02.03.2022 6:53;21.0;763.8;764.0;83;Wind blowing from the north-east;4;;;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 810 m;16.0;18.0
02.03.2022 6:21;21.0;763.6;763.8;83;Wind blowing from the north-east;4;;;;Scattered clouds (40-50%) 570 m, broken clouds (60-90%) 810 m;16.0;18.0
02.03.2022 5:53;20.0;763.3;763.5;88;Wind blowing from the north-east;2;;;;Few clouds (10-30%) 540 m, scattered clouds (40-50%) 1470 m;16.0;18.0
02.03.2022 4:53;20.0;762.8;763.0;88;Wind blowing from the north;4;;;;Few clouds (10-30%) 720 m, few clouds (10-30%) 990 m, broken clouds (60-90%) 1290 m;16.0;18.0
02.03.2022 3:53;19.0;762.8;763.0;88;Wind blowing from the north;2;;;;Few clouds (10-30%) 510 m, few clouds (10-30%) 690 m, few clouds (10-30%) 1170 m;16.0;17.0
02.03.2022 2:53;19.0;763.1;763.3;88;Wind blowing from the north;2;;;;Scattered clouds (40-50%) 1170 m;16.0;17.0
02.03.2022 1:53;19.0;763.3;763.5;83;Wind blowing from the north;3;;;;Few clouds (10-30%) 810 m, scattered clouds (40-50%) 1350 m;16.0;16.0
02.03.2022 0:53;19.0;763.8;764.0;78;Wind blowing from the north-northwest;4;;;;No clouds;16.0;15.0
01.03.2022 23:53;19.0;763.8;764.0;78;Wind blowing from the north-northwest;3;;;;No clouds;16.0;15.0
01.03.2022 22:53;20.0;764.1;764.3;69;Wind blowing from the north-west;3;;;;No clouds;16.0;14.0
01.03.2022 21:53;20.0;763.8;764.0;69;Wind blowing from the north-northwest;2;;;;No clouds;16.0;14.0
01.03.2022 21:10;20.0;763.8;764.0;69;Wind blowing from the west-northwest;2;;;;Few clouds (10-30%) 60 m;16.0;14.0
01.03.2022 20:53;20.0;763.6;763.8;69;Wind blowing from the north-west;3;;;;Scattered clouds (40-50%) 1140 m;16.0;14.0
01.03.2022 19:53;21.0;763.1;763.3;69;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 1110 m;16.0;15.0
01.03.2022 18:53;21.0;762.8;763.0;69;Wind blowing from the north-northwest;4;;;;No clouds;16.0;15.0
01.03.2022 17:53;22.0;762.6;762.8;61;variable wind direction;3;;;;Scattered clouds (40-50%) 1080 m;16.0;14.0
01.03.2022 16:58;23.0;762.3;762.5;61;Wind blowing from the north-west;5;8;;;Scattered clouds (40-50%) 1080 m;16.0;15.0
01.03.2022 16:53;23.0;762.3;762.5;65;Wind blowing from the north-northwest;4;;;;Broken clouds (60-90%) 1080 m;16.0;16.0
01.03.2022 15:53;23.0;762.3;762.5;61;Wind blowing from the west-northwest;6;;;;Few clouds (10-30%) 1050 m;16.0;15.0
01.03.2022 14:53;23.0;762.6;762.8;65;Wind blowing from the north-west;4;8;;;Few clouds (10-30%) 1110 m;16.0;16.0
01.03.2022 13:53;23.0;762.6;762.8;57;Wind blowing from the north-west;6;9;;;Scattered clouds (40-50%) 1080 m;16.0;14.0
01.03.2022 12:53;23.0;763.3;763.5;61;Wind blowing from the north-west;4;8;;;No clouds;16.0;15.0
01.03.2022 11:53;22.0;763.8;764.0;61;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 1050 m;16.0;14.0
01.03.2022 10:53;22.0;764.1;764.3;61;Wind blowing from the west-northwest;5;;;;Few clouds (10-30%) 1050 m;16.0;14.0
01.03.2022 9:53;22.0;764.1;764.3;69;Wind blowing from the north-west;6;;;;Scattered clouds (40-50%) 1080 m;16.0;16.0
01.03.2022 8:53;22.0;763.6;763.8;69;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 1050 m;16.0;16.0
01.03.2022 7:53;21.0;763.6;763.8;73;Wind blowing from the north;4;;;;No clouds;16.0;16.0
01.03.2022 6:53;20.0;763.1;763.3;78;Wind blowing from the north-northwest;5;;;;Few clouds (10-30%) 840 m, few clouds (10-30%) 1200 m;16.0;16.0
01.03.2022 5:53;21.0;762.8;763.0;73;Wind blowing from the north-northwest;4;;;;Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 990 m;16.0;16.0
01.03.2022 5:22;21.0;762.6;762.8;78;Wind blowing from the north-northwest;6;;;;Scattered clouds (40-50%) 720 m;16.0;17.0
01.03.2022 5:08;21.0;762.3;762.5;78;Wind blowing from the north-northwest;5;10;;;Broken clouds (60-90%) 720 m;16.0;17.0
01.03.2022 4:53;21.0;762.3;762.5;78;Wind blowing from the north-northwest;6;10;;;Scattered clouds (40-50%) 630 m;16.0;17.0
01.03.2022 4:02;21.0;762.1;762.3;83;Wind blowing from the north-northwest;7;11;;;Scattered clouds (40-50%) 660 m;16.0;18.0
01.03.2022 3:53;21.0;762.1;762.3;83;Wind blowing from the north-northwest;7;;;;Broken clouds (60-90%) 600 m;16.0;18.0
01.03.2022 3:31;21.0;762.1;762.3;83;Wind blowing from the north-northwest;6;10;;;Broken clouds (60-90%) 570 m;16.0;18.0
01.03.2022 3:06;21.0;762.1;762.3;83;Wind blowing from the north-northwest;6;10;;;Scattered clouds (40-50%) 510 m;16.0;18.0
01.03.2022 2:53;21.0;762.1;762.3;83;Wind blowing from the north-northwest;6;10;;;Broken clouds (60-90%) 510 m;16.0;18.0
01.03.2022 1:53;22.0;762.3;762.5;83;Wind blowing from the north-northwest;5;;;;Broken clouds (60-90%) 540 m;16.0;19.0
01.03.2022 1:40;22.0;762.6;762.8;83;Wind blowing from the north-northwest;5;;;;Broken clouds (60-90%) 540 m;16.0;19.0
01.03.2022 0:53;22.0;762.6;762.8;83;Wind blowing from the north-northwest;4;;;;Few clouds (10-30%) 510 m;16.0;19.0
01.03.2022 0:39;22.0;762.6;762.8;83;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 540 m;16.0;19.0
28.02.2022 23:53;22.0;762.8;763.0;88;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 660 m, overcast (100%) 900 m;16.0;20.0
28.02.2022 23:39;22.0;762.8;763.0;94;Wind blowing from the north-northwest;6;9;;;Broken clouds (60-90%) 540 m, broken clouds (60-90%) 750 m;16.0;21.0
28.02.2022 22:53;22.0;762.8;763.0;88;Wind blowing from the north-northwest;5;;;;Few clouds (10-30%) 540 m;16.0;20.0
28.02.2022 22:29;23.0;762.8;763.0;83;Wind blowing from the north-northwest;6;;;;Scattered clouds (40-50%) 570 m;16.0;20.0
28.02.2022 22:08;23.0;762.6;762.8;89;Wind blowing from the north-northwest;6;;;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 720 m;16.0;21.0
28.02.2022 21:53;23.0;762.6;762.8;83;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 540 m;16.0;20.0
28.02.2022 20:53;22.0;762.3;762.5;88;Wind blowing from the north-west;4;;;;No clouds;16.0;20.0
28.02.2022 19:53;22.0;762.1;762.3;88;Wind blowing from the north-west;4;;;;No clouds;16.0;20.0
28.02.2022 19:22;23.0;762.1;762.3;83;Wind blowing from the north-west;4;;;;Few clouds (10-30%) 150 m;16.0;20.0
28.02.2022 18:53;23.0;762.1;762.3;83;Wind blowing from the north-west;3;;;;No clouds;16.0;20.0
28.02.2022 17:53;23.0;762.1;762.3;83;Wind blowing from the north-west;5;;;;Few clouds (10-30%) 570 m, few clouds (10-30%) 750 m;16.0;20.0
28.02.2022 16:53;24.0;762.1;762.3;83;Wind blowing from the north-northwest;5;;;;Scattered clouds (40-50%) 570 m;16.0;21.0
28.02.2022 15:53;24.0;762.1;762.3;83;Wind blowing from the north-west;5;;;;Scattered clouds (40-50%) 510 m;16.0;21.0
28.02.2022 14:53;26.0;762.3;762.5;70;Wind blowing from the north;4;;;;No clouds;16.0;20.0
28.02.2022 13:53;26.0;762.8;763.0;70;Wind blowing from the north;4;;;;Few clouds (10-30%) 750 m;16.0;20.0
28.02.2022 12:53;25.0;763.3;763.5;74;Wind blowing from the north;4;;;;No clouds;16.0;20.0
28.02.2022 11:53;26.0;763.8;764.0;70;variable wind direction;3;;;;No clouds;16.0;20.0
28.02.2022 10:53;24.0;764.1;764.3;78;Wind blowing from the north;5;;;;Few clouds (10-30%) 420 m;16.0;20.0
28.02.2022 9:56;24.0;764.3;764.5;83;Wind blowing from the north;4;;;;Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 600 m;16.0;21.0
28.02.2022 9:53;23.0;764.3;764.5;89;Wind blowing from the north;5;;;;Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 600 m;16.0;21.0
28.02.2022 8:53;23.0;764.1;764.3;89;Wind blowing from the north-northwest;4;;;;No clouds;16.0;21.0
28.02.2022 7:53;22.0;763.8;764.0;94;Wind blowing from the north;2;;;;No clouds;16.0;21.0
28.02.2022 6:53;21.0;763.3;763.5;100;Wind blowing from the north;2;;;;Few clouds (10-30%) 300 m, scattered clouds (40-50%) 1470 m, broken clouds (60-90%) 1800 m;16.0;21.0
28.02.2022 6:31;21.0;763.3;763.5;100;Wind blowing from the north;3;;;;Few clouds (10-30%) 270 m, broken clouds (60-90%) 1500 m;16.0;21.0
28.02.2022 6:01;;;763.3;;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 420 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1500 m;16.0;
28.02.2022 5:53;;;763.3;;Wind blowing from the north;4;;;;Few clouds (10-30%) 270 m, broken clouds (60-90%) 390 m, overcast (100%) 1500 m;16.0;
28.02.2022 5:42;;;763.3;;Wind blowing from the north;5;;;;Broken clouds (60-90%) 330 m, overcast (100%) 1500 m;16.0;
28.02.2022 5:14;21.0;762.8;763.0;100;Wind blowing from the north;3;;;;Broken clouds (60-90%) 270 m, broken clouds (60-90%) 1500 m;16.0;21.0
28.02.2022 4:53;21.0;762.6;762.8;100;Wind blowing from the north-northwest;2;;;;Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 1500 m;16.0;21.0
28.02.2022 3:53;21.0;762.6;762.8;100;Wind blowing from the north;2;;;;Scattered clouds (40-50%) 240 m;16.0;21.0
28.02.2022 3:43;21.0;762.6;762.8;100;Wind blowing from the north-northeast;2;;;;Broken clouds (60-90%) 240 m;16.0;21.0
28.02.2022 3:29;;;762.8;;Wind blowing from the north;2;;;;Scattered clouds (40-50%) 240 m;16.0;
28.02.2022 3:01;22.0;762.8;763.0;94;Wind blowing from the north;2;;;;Broken clouds (60-90%) 270 m;16.0;21.0
28.02.2022 2:53;22.0;762.8;763.0;94;Wind blowing from the north-northwest;3;;;;Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 1500 m;16.0;21.0
28.02.2022 1:53;21.0;763.1;763.3;100;Calm, no wind;0;;;;Few clouds (10-30%) 1500 m, broken clouds (60-90%) 3000 m;16.0;21.0
28.02.2022 0:53;21.0;763.3;763.5;100;Calm, no wind;0;;;;No clouds;16.0;21.0
27.02.2022 23:53;22.0;763.8;764.0;94;Wind blowing from the north;3;;;;Scattered clouds (40-50%) 3300 m;16.0;21.0
27.02.2022 22:53;22.0;764.1;764.3;94;Wind blowing from the north-northwest;2;;;;No clouds;16.0;21.0
27.02.2022 21:53;23.0;763.8;764.0;89;Wind blowing from the north-northwest;3;;;;Broken clouds (60-90%) 2700 m;16.0;21.0
27.02.2022 20:53;23.0;763.6;763.8;83;Wind blowing from the east;2;;;;Overcast (100%) 2700 m;16.0;20.0
27.02.2022 19:53;22.0;763.6;763.8;94;Wind blowing from the north-northeast;3;;;;Broken clouds (60-90%) 1800 m, overcast (100%) 2250 m;16.0;21.0
27.02.2022 18:53;21.0;763.8;764.0;100;Wind blowing from the north;3;;;;Overcast (100%) 1800 m;16.0;21.0
27.02.2022 18:20;21.0;763.8;764.0;100;Wind blowing from the east-northeast;2;;;;Scattered clouds (40-50%) 1170 m, overcast (100%) 1410 m;16.0;21.0
27.02.2022 17:53;21.0;763.8;764.0;100;Wind blowing from the north-northwest;2;;Light rain, mist;;Broken clouds (60-90%) 1200 m, overcast (100%) 1470 m;06.апр;21.0
27.02.2022 17:46;22.0;764.1;764.3;94;Wind blowing from the north-west;3;;Light rain, mist;;Broken clouds (60-90%) 1230 m, overcast (100%) 1470 m;09.июн;21.0
27.02.2022 17:17;22.0;763.8;764.0;100;Wind blowing from the north-west;4;;Rain, mist;;Broken clouds (60-90%) 270 m, overcast (100%) 1800 m;8.0;22.0
27.02.2022 16:53;22.0;763.6;763.8;94;Wind blowing from the west-northwest;4;;Mist;;Scattered clouds (40-50%) 1470 m, overcast (100%) 1800 m;8.0;21.0
27.02.2022 15:53;22.0;763.6;763.8;100;Wind blowing from the north-west;3;;Light rain, mist;;Overcast (100%) 1350 m;8.0;22.0
27.02.2022 15:45;22.0;763.6;763.8;100;Wind blowing from the west-northwest;3;;Light rain, mist;;Broken clouds (60-90%) 1350 m, overcast (100%) 1650 m;09.июн;22.0
27.02.2022 15:27;22.0;763.8;764.0;100;Wind blowing from the west-northwest;2;;Rain, mist;;Few clouds (10-30%) 840 m, broken clouds (60-90%) 1080 m, overcast (100%) 1440 m;03.фев;22.0
27.02.2022 15:15;22.0;763.8;764.0;94;Wind blowing from the west;3;;Rain, mist;;Few clouds (10-30%) 810 m, broken clouds (60-90%) 1020 m, overcast (100%) 1440 m;02.авг;21.0
27.02.2022 15:00;22.0;763.8;764.0;94;Wind blowing from the west-southwest;3;;Light rain, mist;;Few clouds (10-30%) 810 m, broken clouds (60-90%) 1140 m, overcast (100%) 1440 m;4.0;21.0
27.02.2022 14:53;22.0;763.8;764.0;100;Wind blowing from the west-southwest;4;;Light rain, mist;;Broken clouds (60-90%) 390 m, broken clouds (60-90%) 990 m, overcast (100%) 1170 m;4.0;22.0
27.02.2022 14:49;22.0;763.8;764.0;100;Wind blowing from the west;3;;Light rain, mist;;Broken clouds (60-90%) 390 m, broken clouds (60-90%) 990 m, overcast (100%) 1170 m;4.0;22.0
27.02.2022 14:42;22.0;763.8;764.0;100;Wind blowing from the west;3;;Light rain, mist;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 990 m, overcast (100%) 1170 m;4.0;22.0
27.02.2022 13:53;22.0;764.3;764.5;100;Wind blowing from the west-southwest;3;;Light rain, mist;;Scattered clouds (40-50%) 900 m, overcast (100%) 1230 m;04.авг;22.0
27.02.2022 13:34;22.0;764.6;764.8;100;Wind blowing from the south-west;3;;Rain, mist;;Broken clouds (60-90%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 990 m;04.авг;22.0
27.02.2022 13:21;22.0;764.6;764.8;100;Wind blowing from the south-southwest;5;;Rain, mist;;Broken clouds (60-90%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 990 m;03.фев;22.0
27.02.2022 13:14;23.0;764.6;764.8;94;Wind blowing from the south-southwest;5;;Rain, mist;;Few clouds (10-30%) 180 m, broken clouds (60-90%) 360 m, overcast (100%) 960 m;03.фев;22.0
27.02.2022 13:05;23.0;764.8;765.0;94;Wind blowing from the south;5;;Rain, mist;;Broken clouds (60-90%) 180 m, broken clouds (60-90%) 600 m, overcast (100%) 840 m;8.0;22.0
27.02.2022 12:53;23.0;764.8;765.0;94;Wind blowing from the south-west;4;;Light rain;;Broken clouds (60-90%) 540 m, broken clouds (60-90%) 690 m, overcast (100%) 1470 m;16.0;22.0
27.02.2022 12:26;23.0;765.1;765.3;94;Wind blowing from the south-west;4;;;;Broken clouds (60-90%) 600 m, broken clouds (60-90%) 750 m, overcast (100%) 1380 m;16.0;22.0
27.02.2022 11:53;24.0;765.4;765.6;83;Wind blowing from the east-northeast;3;;;;Broken clouds (60-90%) 1200 m, overcast (100%) 1500 m;16.0;21.0
27.02.2022 10:53;24.0;765.9;766.1;89;Wind blowing from the north-northeast;4;;;;Overcast (100%) 1230 m;16.0;22.0
